Postevauation: Average Fitness 1309.40 Total Steps 705838
Postevauation: Average Fitness 1711.05 Total Steps 872775
Postevauation: Average Fitness 1147.97 Total Steps 637401
Postevauation: Average Fitness 1062.49 Total Steps 646650
Postevauation: Average Fitness 1415.73 Total Steps 730211
Postevauation: Average Fitness 1509.84 Total Steps 869640
Postevauation: Average Fitness 3.97   Total Steps 37433
Postevauation: Average Fitness 1438.10 Total Steps 586650
Postevauation: Average Fitness 2067.40 Total Steps 823367
Postevauation: Average Fitness 1979.26 Total Steps 914131
