14,0,-3.00,-7.01,-7.13,-21.93,0.13,500
31,0,1.65,-1.99,1.65,-59.12,0.13,500
37,0,4.16,1.13,2.30,-42.47,0.13,500
44,0,6.01,6.50,4.83,-23.83,0.13,500
46,0,6.01,6.50,-20.29,-242.22,0.13,500
51,0,6.01,6.50,2.55,-34.26,0.14,500
59,0,6.01,6.50,3.76,-10.74,0.14,500
68,0,11.66,7.19,11.36,-28.43,0.14,500
76,0,12.82,7.19,11.70,-9.34,0.14,500
86,0,15.17,11.09,12.66,-5.38,0.14,500
98,0,18.35,12.93,15.67,0.70,0.14,500
111,0,18.35,15.25,16.69,3.30,0.14,500
124,0,19.81,17.03,18.07,13.99,0.14,500
138,0,21.82,20.20,20.22,9.59,0.15,500
149,0,25.06,20.20,21.90,-7.38,0.15,500
161,0,25.06,21.33,22.73,5.16,0.15,500
176,0,25.06,21.33,22.94,14.83,0.15,500
192,0,26.09,24.51,24.60,17.20,0.15,500
205,0,28.27,24.51,26.43,17.67,0.15,500
218,0,29.85,25.15,25.52,18.82,0.15,500
230,0,30.38,26.19,28.81,17.76,0.15,500
241,0,39.70,27.84,30.51,-32.56,0.15,500
246,0,39.70,28.56,34.83,-6.44,0.15,500
253,0,40.65,28.56,33.46,3.77,0.15,500
263,0,40.65,30.87,35.43,15.07,0.15,500
274,1,40.65,30.87,34.06,14.64,0.15,500
287,1,40.65,30.87,35.27,25.39,0.15,500
298,1,40.65,30.87,33.06,14.29,0.15,500
311,1,40.65,33.44,36.75,10.93,0.15,500
321,1,48.73,34.10,36.30,4.01,0.15,500
330,1,48.73,34.10,41.26,19.59,0.16,500
340,1,49.68,38.38,43.25,-9.01,0.16,500
351,1,51.35,43.05,48.93,25.78,0.16,500
358,1,51.43,45.20,42.48,14.54,0.16,500
365,1,51.43,45.20,45.74,22.05,0.16,500
375,1,51.43,45.20,43.50,8.29,0.16,500
387,1,55.17,45.20,47.57,29.39,0.16,500
400,1,57.19,45.20,57.19,17.97,0.16,500
409,1,58.00,45.20,47.62,19.19,0.16,500
417,1,59.16,45.20,59.16,16.60,0.16,500
425,1,59.16,45.20,50.12,22.39,0.16,500
435,1,59.16,45.20,51.44,20.68,0.16,500
444,1,59.16,45.20,54.26,22.50,0.16,500
453,1,59.16,47.68,50.22,7.19,0.16,500
462,1,59.16,47.68,52.62,12.84,0.16,500
471,1,59.16,48.25,57.31,33.24,0.16,500
479,1,59.16,48.25,54.32,22.92,0.16,500
486,1,59.16,51.66,50.91,24.07,0.16,500
496,1,59.16,51.66,54.66,13.79,0.16,500
504,1,59.16,51.66,55.74,36.62,0.16,500
514,1,60.07,55.78,58.99,41.70,0.16,500
524,2,64.45,55.78,60.55,32.97,0.16,500
532,2,65.62,57.25,58.53,34.44,0.16,500
540,2,66.48,57.25,56.91,21.66,0.16,500
548,2,66.48,57.25,63.80,29.15,0.16,500
557,2,66.48,57.25,59.70,29.96,0.16,500
567,2,66.48,57.25,61.16,35.35,0.16,500
575,2,66.48,57.25,56.81,30.05,0.16,500
585,2,66.48,57.84,56.60,41.02,0.16,500
597,2,66.48,57.84,53.90,44.26,0.16,500
608,2,66.48,57.84,57.66,36.96,0.16,500
618,2,66.48,57.84,63.15,36.95,0.16,500
629,2,66.48,57.84,61.56,41.49,0.17,500
639,2,66.48,57.84,59.48,38.41,0.17,500
648,2,66.48,57.84,60.45,34.44,0.16,500
658,2,66.48,57.84,61.68,37.21,0.16,500
666,2,68.90,57.84,64.84,34.94,0.17,500
677,2,68.90,58.54,63.86,42.10,0.17,500
687,2,68.90,58.54,66.45,41.44,0.17,500
696,2,69.93,58.54,64.59,20.90,0.17,500
703,2,69.93,58.54,65.12,14.42,0.16,500
711,2,69.93,58.54,63.67,33.94,0.16,500
719,2,69.93,58.54,67.16,22.07,0.16,500
727,2,74.77,59.77,69.03,22.30,0.16,500
734,2,78.87,60.87,62.75,19.90,0.16,500
742,2,78.87,60.87,67.06,12.27,0.16,500
749,2,78.87,60.87,63.19,18.61,0.17,500
758,3,78.87,60.87,68.37,27.56,0.17,500
766,3,78.87,60.87,63.86,32.49,0.17,500
773,3,78.87,60.87,65.70,24.16,0.16,500
780,3,78.87,60.87,62.46,16.96,0.16,500
786,3,78.87,60.87,65.60,13.97,0.17,500
793,3,78.87,60.87,62.65,27.87,0.17,500
801,3,78.87,60.87,61.49,23.67,0.17,500
809,3,78.87,60.87,61.96,37.20,0.17,500
816,3,78.87,60.87,63.86,18.03,0.17,500
823,3,78.87,60.87,64.97,19.52,0.17,500
830,3,78.87,60.93,75.39,22.17,0.16,500
836,3,78.87,60.93,73.38,3.42,0.16,500
842,3,78.87,60.93,64.18,18.38,0.16,500
848,3,78.87,60.93,68.31,20.63,0.17,500
855,3,79.44,60.93,76.01,28.94,0.17,500
862,3,80.83,60.93,63.03,33.13,0.17,500
870,3,81.23,60.93,67.29,31.33,0.17,500
877,3,81.23,60.93,76.85,23.06,0.17,500
884,3,81.23,62.13,68.92,29.53,0.17,500
891,3,81.23,62.13,70.75,32.32,0.17,500
899,3,84.48,69.08,63.01,33.13,0.17,500
908,3,84.48,69.08,76.38,40.47,0.17,500
916,3,84.48,69.08,73.16,28.09,0.17,500
924,3,84.48,69.08,63.51,38.38,0.17,500
932,3,84.48,69.08,63.50,40.33,0.17,500
941,4,84.48,69.08,64.24,36.56,0.17,500
949,4,84.48,69.08,62.81,29.35,0.16,500
955,4,84.48,69.08,69.41,21.96,0.16,500
960,4,84.48,69.08,64.48,1.29,0.16,500
965,4,84.48,69.08,64.28,6.82,0.16,500
970,4,84.48,69.08,57.99,8.21,0.16,500
976,4,84.48,69.08,63.44,8.70,0.16,500
984,4,84.48,69.08,65.96,19.94,0.16,500
991,4,84.48,69.08,64.54,32.24,0.16,500
998,4,84.48,69.08,66.36,30.05,0.16,500
1005,4,84.48,69.08,70.98,35.70,0.16,500
1013,4,84.48,69.08,69.81,45.77,0.16,500
1021,4,84.48,69.08,66.70,42.51,0.17,500
1028,4,84.48,69.08,70.62,25.54,0.17,500
1034,4,84.48,69.08,65.49,34.55,0.17,500
1040,4,84.48,69.08,67.28,28.52,0.17,500
1045,4,84.48,69.08,66.18,-1.07,0.17,500
1052,4,84.48,69.08,74.79,40.70,0.17,500
1059,4,84.48,69.08,70.08,42.99,0.17,500
1066,4,84.48,69.08,65.98,28.85,0.17,500
1073,4,84.48,69.08,72.50,12.51,0.17,500
1079,4,84.48,69.08,66.97,1.92,0.17,500
1084,4,84.48,69.08,67.86,2.01,0.17,500
1090,4,84.48,69.08,67.51,27.39,0.17,500
1098,4,84.48,69.08,70.03,41.44,0.17,500
1105,4,84.48,69.08,74.53,51.02,0.17,500
1113,5,84.48,69.08,77.22,44.59,0.17,500
1119,5,84.48,69.08,70.79,24.71,0.17,500
1125,5,86.35,73.88,83.86,26.10,0.17,500
1130,5,87.72,73.88,87.72,23.45,0.17,500
1135,5,96.07,73.88,72.68,-30.27,0.17,500
1140,5,96.07,73.88,73.00,30.24,0.17,500
1145,5,96.07,73.88,80.59,20.71,0.17,500
1150,5,96.07,73.88,75.19,-10.25,0.17,500
1155,5,96.07,73.88,73.10,20.43,0.17,500
1161,5,96.07,73.88,76.18,25.93,0.17,500
1167,5,96.07,73.88,80.24,-0.85,0.17,500
