22,0,28.64,22.96,25.58,13.53,0.10,333
41,0,40.48,28.57,32.81,18.14,0.11,333
58,0,41.77,32.49,38.97,22.88,0.11,333
73,0,50.49,36.24,38.11,19.75,0.11,333
87,0,50.49,36.24,32.23,20.39,0.12,333
101,0,52.92,41.62,43.56,22.92,0.12,333
114,0,52.92,43.94,46.42,28.25,0.12,333
126,0,53.13,43.94,43.45,31.14,0.12,333
138,0,58.55,45.23,52.42,32.71,0.12,333
150,0,62.58,52.83,54.40,37.20,0.12,333
161,0,62.58,52.83,49.59,34.24,0.12,333
173,0,62.58,52.83,53.07,34.21,0.13,333
184,0,70.12,53.79,70.12,43.49,0.13,333
195,0,72.52,57.59,62.59,46.26,0.13,333
206,0,79.89,65.26,67.81,47.61,0.13,333
216,0,79.89,65.61,70.98,51.17,0.13,333
226,0,79.89,65.61,69.27,52.85,0.13,333
236,0,79.89,65.61,72.82,53.09,0.13,333
246,0,79.89,65.84,69.81,48.38,0.13,333
256,0,79.89,65.84,64.29,44.83,0.13,333
266,0,79.89,65.84,67.81,50.71,0.13,333
276,0,79.89,69.69,73.99,47.88,0.13,333
286,0,79.89,69.69,71.75,52.28,0.13,333
296,0,79.89,69.69,68.54,56.75,0.14,333
306,0,83.47,72.16,83.47,51.21,0.14,333
316,0,83.47,72.16,75.39,58.75,0.14,333
325,0,83.47,72.16,79.75,56.50,0.14,333
334,0,83.47,72.16,82.28,57.08,0.14,333
343,0,83.47,72.44,76.64,54.63,0.14,333
353,0,83.47,73.07,71.11,54.51,0.14,333
363,0,83.47,73.07,72.30,47.32,0.14,333
372,0,86.36,73.65,77.33,52.71,0.14,333
381,0,86.36,77.08,77.22,57.76,0.14,333
390,0,86.36,77.08,84.51,56.57,0.14,333
399,0,86.36,77.08,81.00,53.98,0.14,333
408,0,89.61,77.08,88.99,60.38,0.14,333
417,0,94.89,77.08,94.89,64.89,0.14,333
426,0,104.70,78.29,104.70,59.47,0.14,333
434,0,104.70,78.29,81.80,62.73,0.14,333
442,0,104.70,78.29,91.36,64.58,0.14,333
450,0,104.70,78.29,83.39,57.90,0.15,333
458,0,104.70,78.29,98.69,60.45,0.15,333
466,0,104.70,78.29,88.98,58.49,0.15,333
474,0,104.70,78.29,90.54,59.40,0.15,333
482,1,104.70,80.01,82.63,58.06,0.15,333
491,1,104.70,80.01,88.64,64.73,0.15,333
499,1,104.70,88.19,90.08,65.39,0.15,333
507,1,116.46,88.19,88.75,70.10,0.15,333
515,1,116.46,88.19,97.29,68.02,0.15,333
523,1,129.60,94.23,100.58,75.22,0.15,333
531,1,129.60,94.23,116.42,79.74,0.15,333
538,1,129.60,97.66,111.21,77.75,0.15,333
545,1,131.72,98.91,126.06,83.84,0.15,333
553,1,131.72,101.36,118.11,82.27,0.15,333
560,1,131.72,101.36,118.60,83.89,0.15,333
566,1,147.55,102.64,111.85,75.95,0.15,333
574,1,147.55,102.64,128.13,75.08,0.15,333
582,1,147.55,116.11,104.44,84.36,0.15,333
589,1,147.55,116.11,116.08,83.55,0.15,333
596,1,147.55,116.11,113.18,85.02,0.15,333
604,1,147.55,116.11,107.97,76.18,0.15,333
612,1,147.55,116.11,106.52,76.24,0.15,333
620,1,147.55,116.11,128.28,70.67,0.15,333
627,1,147.55,116.11,121.16,73.60,0.15,333
635,1,147.55,116.11,134.75,81.70,0.15,333
643,1,147.55,116.11,114.16,73.69,0.15,333
651,1,147.55,116.11,107.91,81.60,0.15,333
659,1,147.55,116.11,106.99,76.71,0.16,333
667,1,147.55,116.11,110.11,78.76,0.16,333
675,1,147.55,116.11,111.44,78.61,0.16,333
683,1,147.55,116.11,110.04,77.57,0.16,333
690,1,147.55,116.11,118.37,79.20,0.16,333
698,1,147.55,116.11,97.41,75.05,0.16,333
706,1,147.55,116.11,100.79,72.87,0.16,333
714,1,147.55,116.11,106.09,72.06,0.16,333
723,1,147.55,116.11,96.73,69.49,0.16,333
732,1,147.55,116.11,93.28,69.81,0.16,333
741,1,147.55,116.11,96.95,71.56,0.16,333
749,1,147.55,116.11,100.30,71.40,0.16,333
757,1,147.55,116.11,129.23,78.44,0.16,333
765,1,147.55,116.11,105.97,77.63,0.16,333
773,1,147.55,116.11,115.49,80.43,0.16,333
781,1,147.55,116.11,104.78,78.08,0.16,333
789,1,147.55,116.11,91.83,69.72,0.16,333
797,1,147.55,116.11,91.54,60.21,0.16,333
806,1,147.55,116.11,91.50,60.03,0.16,333
815,1,147.55,116.11,86.99,63.41,0.16,333
824,1,147.55,116.11,86.55,64.18,0.16,333
832,2,147.55,116.11,99.67,64.68,0.16,333
841,2,147.55,116.11,111.32,69.14,0.16,333
850,2,147.55,116.11,87.35,65.06,0.16,333
859,2,147.55,116.11,83.75,63.12,0.16,333
868,2,147.55,116.11,93.07,65.70,0.16,333
877,2,147.55,116.11,94.22,63.38,0.16,333
886,2,147.55,116.11,86.92,62.00,0.16,333
894,2,147.55,116.11,87.73,59.91,0.16,333
902,2,147.55,116.11,93.66,63.33,0.16,333
910,2,147.55,116.11,95.16,62.63,0.16,333
918,2,147.55,116.11,93.77,62.13,0.16,333
926,2,147.55,116.11,93.25,66.04,0.16,333
933,2,147.55,116.11,86.83,64.24,0.16,333
941,2,147.55,116.11,91.90,63.92,0.16,333
949,2,147.55,116.11,104.39,69.29,0.16,333
957,2,147.55,116.11,89.17,65.97,0.16,333
965,2,147.55,116.11,95.48,66.89,0.16,333
974,2,147.55,116.11,88.57,60.33,0.16,333
982,2,147.55,116.11,94.39,63.87,0.16,333
991,2,147.55,116.11,104.88,65.56,0.16,333
999,2,147.55,116.11,95.88,62.95,0.16,333
1008,2,147.55,116.11,80.61,59.80,0.16,333
