42,0,38.24,20.77,38.18,15.34,0.14,200
57,0,40.55,35.62,40.21,22.50,0.15,200
69,0,44.69,36.43,44.69,26.43,0.15,200
81,0,44.69,37.94,42.04,25.72,0.15,200
97,0,44.69,37.94,43.06,30.17,0.15,200
110,0,46.54,39.96,44.33,36.72,0.15,200
123,0,47.30,40.10,44.53,30.71,0.15,200
135,0,47.30,40.10,43.31,35.05,0.15,200
146,0,47.30,41.42,44.39,35.13,0.15,200
158,0,47.30,42.59,43.73,33.50,0.15,200
170,0,49.29,43.14,47.11,36.69,0.15,200
182,0,51.28,43.82,45.73,39.73,0.15,200
195,0,51.28,43.82,49.47,37.80,0.15,200
207,0,59.15,44.46,46.78,34.69,0.15,200
219,0,59.15,44.46,48.99,39.29,0.16,200
231,0,59.15,45.26,47.12,35.35,0.16,200
243,0,59.15,45.65,51.40,42.07,0.16,200
255,0,59.15,46.38,49.04,39.45,0.16,200
267,0,59.15,46.38,47.83,36.24,0.16,200
279,0,59.15,47.74,49.72,37.30,0.16,200
291,0,59.15,47.74,48.98,39.12,0.16,200
303,0,59.15,47.74,50.90,41.82,0.16,200
315,1,59.15,48.87,51.17,42.71,0.16,200
327,1,59.15,48.87,52.16,42.43,0.16,200
339,1,59.15,50.47,52.75,44.65,0.16,200
351,1,59.15,52.28,53.22,45.31,0.16,200
362,1,59.15,52.28,55.38,42.44,0.16,200
374,1,59.39,52.28,56.07,45.72,0.16,200
386,1,59.39,52.28,58.43,44.40,0.16,200
398,1,59.39,52.28,53.38,46.76,0.16,200
410,1,59.39,52.48,53.92,41.97,0.16,200
422,1,59.39,53.59,57.36,48.13,0.16,200
434,1,60.54,55.53,56.37,47.31,0.16,200
446,1,61.44,57.24,58.22,49.49,0.16,200
457,1,64.81,57.43,59.61,50.22,0.16,200
468,1,70.52,66.71,69.73,56.96,0.16,200
479,1,82.60,77.82,81.06,61.22,0.16,200
490,1,92.40,88.60,89.03,69.20,0.16,200
502,1,97.03,91.69,97.03,71.09,0.16,200
513,1,98.91,97.99,91.40,75.61,0.16,200
524,1,106.81,97.99,106.81,77.42,0.16,200
535,1,106.81,97.99,98.74,77.99,0.16,200
546,1,106.81,97.99,103.12,71.31,0.16,200
557,2,106.81,98.17,96.46,72.39,0.16,200
568,2,107.89,102.35,107.64,78.34,0.17,200
578,2,129.73,102.54,112.38,84.20,0.17,200
587,2,129.73,110.28,105.04,77.29,0.17,200
596,2,129.73,110.28,109.50,79.49,0.17,200
606,2,129.73,110.28,117.65,89.43,0.17,200
615,2,129.73,110.28,119.12,78.83,0.17,200
624,2,137.30,110.28,113.26,82.87,0.17,200
633,2,137.30,117.56,119.96,89.54,0.17,200
642,2,140.21,117.56,131.81,93.49,0.17,200
650,2,140.21,117.56,120.69,87.11,0.17,200
658,2,140.21,117.56,127.69,85.97,0.17,200
667,2,140.21,117.56,137.05,87.08,0.17,200
676,2,140.21,121.05,125.42,92.20,0.17,200
684,2,140.21,121.05,121.39,90.26,0.17,200
693,2,140.21,121.05,113.24,95.43,0.17,200
702,2,140.21,125.19,130.69,92.21,0.17,200
711,2,149.11,125.19,149.11,92.32,0.17,200
720,2,149.11,125.19,138.14,93.40,0.17,200
729,2,149.11,127.61,142.52,96.62,0.17,200
738,3,149.11,131.22,136.45,87.74,0.17,200
747,3,149.11,131.22,129.26,94.24,0.17,200
756,3,149.11,131.22,133.10,93.81,0.17,200
765,3,149.11,131.22,115.75,95.46,0.17,200
774,3,162.91,131.22,122.25,93.71,0.17,200
783,3,162.91,131.22,122.78,89.53,0.17,200
793,3,162.91,131.22,136.12,89.77,0.17,200
801,3,162.91,134.37,124.58,80.16,0.17,200
810,3,162.91,134.37,126.62,96.27,0.17,200
819,3,162.91,134.37,138.38,96.37,0.17,200
828,3,162.91,134.37,143.62,81.34,0.17,200
836,3,162.91,134.37,129.81,79.41,0.17,200
844,3,162.91,134.37,130.10,80.62,0.17,200
854,3,162.91,134.37,125.13,85.34,0.17,200
863,3,162.91,134.37,121.54,95.19,0.17,200
871,3,162.91,134.37,127.70,88.12,0.17,200
880,3,162.91,134.37,122.02,85.93,0.17,200
889,3,162.91,134.37,118.83,93.48,0.17,200
897,3,162.91,134.37,109.42,76.08,0.17,200
905,3,162.91,134.37,127.43,88.01,0.17,200
913,3,162.91,134.37,139.95,92.99,0.17,200
921,4,162.91,134.37,140.80,106.76,0.17,200
929,4,162.91,134.37,143.85,98.37,0.17,200
937,4,162.91,134.37,129.90,85.58,0.17,200
946,4,162.91,134.37,127.80,97.55,0.17,200
954,4,162.91,134.37,137.16,97.62,0.17,200
963,4,162.91,134.37,128.32,101.43,0.17,200
972,4,162.91,134.37,137.68,88.29,0.17,200
981,4,162.91,134.37,135.66,94.63,0.17,200
990,4,162.91,134.37,133.79,89.08,0.17,200
999,4,162.91,141.50,139.50,97.46,0.17,200
1008,4,162.91,141.50,133.16,86.38,0.17,200
1016,4,162.91,141.50,135.18,83.30,0.17,200
1025,4,162.91,141.50,132.61,80.77,0.17,200
1033,4,162.91,141.50,122.57,71.77,0.17,200
1042,4,162.91,141.50,120.86,71.53,0.17,200
1051,4,162.91,141.50,120.02,87.96,0.17,200
1060,4,162.91,141.50,121.53,87.44,0.17,200
1069,4,162.91,141.50,129.73,94.06,0.17,200
1078,4,162.91,141.50,121.71,85.60,0.17,200
1087,4,162.91,141.50,131.77,88.88,0.17,200
1096,4,162.91,141.50,141.87,88.85,0.17,200
1105,5,162.91,141.50,136.42,79.75,0.17,200
1113,5,162.91,141.50,128.33,77.17,0.17,200
1121,5,162.91,141.50,128.61,94.37,0.17,200
1129,5,162.91,141.50,120.82,87.37,0.17,200
1137,5,162.91,141.50,124.60,93.12,0.17,200
1146,5,162.91,141.50,132.82,86.31,0.17,200
1154,5,162.91,141.50,132.38,95.01,0.17,200
1163,5,162.91,141.50,118.22,88.04,0.17,200
1172,5,162.91,141.50,120.19,89.29,0.17,200
1181,5,162.91,141.50,123.19,89.05,0.17,200
1189,5,162.91,141.50,127.49,85.88,0.17,200
1197,5,162.91,141.50,135.43,75.42,0.17,200
1205,5,162.91,141.50,145.14,93.55,0.17,200
1214,5,162.91,141.50,138.65,96.59,0.17,200
1222,5,162.91,141.50,128.69,94.03,0.17,200
1230,5,162.91,141.50,121.21,78.76,0.17,200
1238,5,162.91,141.50,137.81,96.11,0.17,200
1246,5,162.91,141.50,127.72,95.45,0.17,200
