Postevauation: Average Fitness 741.34 Total Steps 555852
Postevauation: Average Fitness 668.10 Total Steps 641751
Postevauation: Average Fitness 588.62 Total Steps 667457
Postevauation: Average Fitness 1369.87 Total Steps 850827
Postevauation: Average Fitness 1642.38 Total Steps 851044
Postevauation: Average Fitness 727.13 Total Steps 879679Postevauation: Average Fitness 270.20 Total Steps 502133Postevauation: Average Fitness 644.54 Total Steps 726926Postevauation: Average Fitness 648.38 Total Steps 766891Postevauation: Average Fitness 608.35 Total Steps 836235
